iso3c,country,SP.POP.TOTL,SL.AGR.EMPL.ZS,SL.IND.EMPL.ZS,SL.SRV.EMPL.ZS,asalariados,patrones,tcp,familiares,rel_salariales,rel_no_salariales
SAU,Saudi Arabia,27595404.181818184,4.484727252613416,21.577363621104844,73.9380007657138,93.77090870250355,2.01700001413172,4.153181758624585,0.058909091251817536,95.78790871663527,4.212090849876403
SDN,Sudan,34714383.36363637,45.45809069546785,15.083908948031336,39.45818155462092,41.84254594282671,5.360181851820512,32.32599912990223,20.471273075450554,47.202727794647224,52.79727220535278
SEN,Senegal,12740800.636363637,38.04890927401458,12.800909129056064,49.14990858598189,28.950909181074664,0.7830909057097001,46.10081883994014,24.165181940252147,29.734000086784363,70.26600078019229
SGP,Singapore,5005403.636363637,0.9092727249318896,21.075727115977898,78.0147268121893,85.09200009432706,5.412181810899215,8.875909233635124,0.61981817538088,90.50418190522628,9.495727409016004
SLB,Solomon Islands,531695.1818181818,44.37181819568982,8.534454519098453,47.093727805397734,31.44463625821201,0.972454542463476,11.837272519415064,55.74563667990944,32.41709080067549,67.5829091993245
SLE,Sierra Leone,6419574.909090909,63.22354680841619,5.673363598910244,31.103181838989254,10.414363514293324,2.5904545783996573,80.13599998300727,6.859181924299762,13.004818092692982,86.99518190730703
SLV,El Salvador,6185951.818181818,19.66063638166949,21.781454606489692,58.5576373013583,58.624454845081694,4.237363663586704,29.14418153329327,7.99399995803833,62.8618185086684,37.1381814913316
SOM,Somalia,12075086.090909092,83.82099914550784,4.106727209958163,12.07236359336159,11.087636254050508,1.0807272629304354,47.130363865332164,40.70127279108221,12.168363516980945,87.83163665641437
SRB,Serbia,7274513.545454546,21.697545831853674,26.520636645230383,51.781909249045626,67.47099928422409,3.9362727728756983,19.936636036092587,8.656090866435655,71.40727205709979,28.59272690252824
SSD,South Sudan,9337814.636363637,56.66272770274769,16.54827273975718,26.789000077681116,14.256818251176309,3.3634545369581748,45.046000849116915,37.333727403120584,17.620272788134486,82.3797282522375
STP,Sao Tome and Principe,179363.0909090909,24.40572738647461,17.7844546924938,57.80981826782227,48.25854561545632,1.590909101746299,44.655363462188035,5.4951818206093535,49.84945471720262,50.15054528279739
SUR,Suriname,529221.4545454546,7.693363709883257,24.231545535000883,68.07527299360794,85.14109108664773,1.4125454479997799,12.059636370702231,1.3867272680455986,86.55363653464751,13.44636363874783
SVK,Slovak Republic,5394486.909090909,3.675363627347079,37.69090929898349,58.63409077037464,85.32799946178089,3.2399999878623262,11.297272670675431,0.1347272727977149,88.56799944964322,11.431999943473146
SVN,Slovenia,2039136.1818181819,8.84699994867498,33.20372737537732,57.949091477827594,83.65572703968394,3.4308182109485954,8.165545506910833,4.747909069061279,87.08654525063254,12.913454575972112
SWE,Sweden,9383519,2.1172727454792373,20.237000205300056,77.6456361250444,89.439546064897,3.7825454581867564,6.5294544534249646,0.2484545436772425,93.22209152308376,6.777908997102207
SWZ,Eswatini,1065345.0909090908,15.215727285905318,25.317636316472836,59.4668187228116,69.30990878018466,1.9624545465816154,26.67836344242095,2.0492727106267736,71.27236332676627,28.727636153047722
SYR,Syrian Arab Republic,19850362.636363637,15.833090782165527,29.55900001525881,54.60790911587801,60.36045490611683,5.920909036289561,28.506727023558202,5.211818174882371,66.28136394240639,33.71854519844057
TCD,Chad,12018940.818181818,78.55054543235086,2.3350000164725544,19.114454442804508,6.499636346643621,0.23299999806013982,65.2796368802136,27.98772725191982,6.732636344703761,93.26736413213342
TGO,Togo,6439676.2727272725,43.78681841763582,12.514363635670055,43.69890941273082,13.437636375427244,1.6565454331311318,58.36345398426058,26.542454806241118,15.094181808558377,84.9059087905017
THA,Thailand,67150520.36363636,38.494908419522375,21.497181805697345,40.008090626109734,44.38145412098278,2.7593636512756348,31.823364127765984,21.0358180999756,47.140817772258416,52.859182227741584
TJK,Tajikistan,7565057.454545454,52.202545166015625,15.920454372059218,31.87699994173917,54.24527254971591,1.0905454700643364,17.8290911696174,26.835090810602367,55.33581801978024,44.664181980219766
TKM,Turkmenistan,5118709.545454546,24.907636642456065,39.09499983354047,35.99736369739879,71.28009171919389,1.8191818324002356,22.23381818424571,4.6669091311368085,73.09927355159412,26.900727315382518
TLS,Timor-Leste,1094660.2727272727,50.79072709517046,9.429363684220748,39.779818101362764,28.991909027099627,1.54136365110224,41.43018148162148,28.036545493386022,30.533272678201868,69.4667269750075
TON,Tonga,102393,28.19881803339179,29.47445470636541,42.32681829279119,45.10854547674006,1.0945454510775463,36.01818197423761,17.77872709794478,46.203090927817605,53.796909072182395
TTO,Trinidad and Tobago,1330763.5454545454,3.8214545900171455,29.820636575872253,66.357635498046875,79.153000571511,4.750636360862039,15.479545574296601,0.6168181869116687,83.90363693237305,16.09636376120827
TUN,Tunisia,10633915,17.207454334605828,33.08490926569158,49.707636052911916,70.52799918434839,6.223000006242232,18.42081841555509,4.828181873668321,76.75099919059062,23.24900028922341
TUR,Turkey,72735988.81818181,23.195545369928546,26.498181949962273,50.30618216774681,61.91081792658027,5.252909096804531,19.84027225320989,12.996000029823989,67.16372702338481,32.83627228303388
TZA,Tanzania,44600476.36363637,70.41063551469283,5.7796362963589765,23.809727061878544,11.605091008273043,2.14845452525399,63.852090542966685,22.39436349001796,13.753545533527033,86.24645403298464
UGA,Uganda,32625666.454545453,68.60472661798651,7.566272778944536,23.82881858132102,18.929363510825407,2.0383636463772166,60.00754528154028,19.02472747455942,20.967727157202624,79.0322727560997
UKR,Ukraine,45981766,19.712727199901227,25.771454724398517,54.51563609730113,81.7590921575373,1.0749091126702055,16.801000162959106,0.3649090948429965,82.8340012702075,17.165909257802102
URY,Uruguay,3361628.6363636362,10.100181926380518,21.175999901511464,68.72399902343749,71.62072684548119,4.672090877186167,22.32899976860392,1.3781818151474035,76.29281772266735,23.707181583751325
USA,United States,308693875.3636364,1.3750909241763019,20.64618180014871,77.9787271673029,93.06309093128553,2.8045454675501054,4.056818103248424,0.0755454545671288,95.86763639883563,4.132363557815553
UZB,Uzbekistan,28597231.818181816,31.191727031360962,25.377545443448145,43.43063631924714,53.66554503007369,1.3065454634753144,33.90809133919804,11.119818167252966,54.972090493549004,45.027909506451
VCT,St. Vincent and the Grenadines,108550.18181818182,12.886727246371182,20.54200016368519,66.57118225097656,74.44154635342684,5.644818132573907,18.270272753455426,1.6433636275204755,80.08636448600075,19.913636380975902
VEN,"Venezuela, RB",28436216.727272727,8.32227273420854,21.713181755759507,69.9644546508789,64.42345393787731,3.7327272458509952,30.513636296445668,1.3301818262446972,68.15618118372831,31.843818122690365
VIR,Virgin Islands (U.S.),108222.45454545454,4.220454497770831,22.719636223532937,73.05981792103162,87.86672696200284,5.081272732127795,6.9136364114555455,0.13836363432082344,92.94799969413064,7.052000045776369
VNM,Vietnam,88090209,48.50945455377753,21.06936350735752,30.421272451227363,33.36127229170366,2.595636329867623,43.51145488023757,20.531636498191155,35.95690862157129,64.04309137842873
VUT,Vanuatu,238008.27272727274,60.86945412375709,6.4647272716869,32.66600001942028,27.389454754916116,1.4623636440797283,62.12163598970933,9.0265454378995,28.851818398995846,71.14818142760883
WSM,Samoa,186311.36363636365,34.7140912142667,23.124727422540847,42.161091197620735,64.4891815185547,4.6828182177110165,28.973363562063746,1.8546363548799008,69.17199973626572,30.827999916943646
YEM,"Yemen, Rep.",23217298.181818184,27.3855455571955,16.570908979936064,56.04363666881215,51.335273049094475,6.941545486450197,30.790545116771355,10.932636347683989,58.27681853554467,41.723181464455344
ZAF,South Africa,51402094.18181818,5.452636328610507,24.734727339311092,69.81263594193892,83.75918232310902,6.098181767897171,9.46636352213946,0.676272733645007,89.85736409100619,10.142636255784467
ZMB,Zambia,13717845.818181818,63.18381812355736,8.831908962943336,27.984363729303535,19.21872711181641,0.4082727296785878,44.80600020289422,35.566999955610775,19.626999841494996,80.373000158505
ZWE,Zimbabwe,12804860.454545455,66.09527241099964,8.614818226207387,25.290363658558245,34.34963642467153,0.49045454372059216,54.89963561838321,10.260181860490299,34.840090968392126,65.1598174788735
